name,category,lat,lon,country_code,rarity,floor_price_tdi,mint_difficulty,is_shiny,card_number,edition,token_id,tdc_per_24h,bonus_pct,game_resource,visitors_per_year,geopolitical_score,description,fun_fact,wiki_url,is_featured,source
Alberobello Trulli,world_heritage,40.783,17.239,IT,rare,25.0,4,0,676,genesis,100676,60,50,culture,2000000,25,UNESCO. Conical stone houses. Unique prehistoric building style. Puglia.,,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0f/Alberobello_trulli.jpg/640px-Alberobello_trulli.jpg,0,seed
Aleppo Citadel,world_heritage,36.201,37.161,SY,rare,25.0,4,0,748,genesis,100748,60,50,culture,2000000,25,UNESCO. 3000 years of history. Heavily damaged in civil war.,Oldest citadel in world. Rebuilt by every civilization that conquered it,,0,seed
Amalfi Coast Positano,world_heritage,40.628,14.485,IT,rare,25.0,4,0,672,genesis,100672,60,50,culture,2000000,25,UNESCO. Vertical villages on cliffs. Limoncello. Pastel houses.,,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/Positano_amalfi_coast.jpg/640px-Positano_amalfi_coast.jpg,0,seed
Amazon River Mouth,freshwater,-0.167,-50.055,BR,rare,25.0,4,0,87,genesis,100087,60,50,food,200000,25,20% of all river water into oceans. Discharge visible from space.,,,0,seed
Amsterdam Canal Ring,world_heritage,52.372,4.9,NL,rare,25.0,4,0,407,genesis,100407,60,50,culture,2000000,25,"UNESCO. 1,500 bridges. Anne Frank House. Rijksmuseum. Van Gogh.",,,0,seed
Antarctic Peninsula,research_station,-64.274,-57.086,AQ,rare,25.0,4,0,435,genesis,100435,60,85,intel,200000,25,"800 scientists/winter, 5,000/summer. 50,000 tourists/yr by ship.",,,0,seed
Antigua Guatemala,world_heritage,14.558,-90.733,GT,rare,25.0,4,0,910,genesis,100910,60,50,culture,2000000,25,UNESCO. Best preserved Spanish colonial capital. Volcano backdrop.,Three volcanoes surround city — one permanently active with visible lava,,0,seed
ArcelorMittal Ghent,steel_mill,51.167,3.717,BE,rare,25.0,4,0,60,genesis,100060,60,55,materials,200000,25,Europe's most efficient steel plant. Green hydrogen transition.,,,0,seed
Arecibo (collapsed),observatory,18.344,-66.753,PR,rare,25.0,4,0,53,genesis,100053,60,70,intel,200000,25,Former world's largest radio telescope. 305m dish. Collapsed 2020.,Featured in GoldenEye and Contact films,,0,seed
AstraZeneca Cambridge UK,pharma_hq,52.2,0.143,GB,rare,25.0,4,0,67,genesis,100067,60,90,credits,200000,25,COVID vaccine (Oxford-AZ). $44B revenue.,,,0,seed
Asunción,capital_city,-25.286,-57.646,PY,rare,25.0,4,0,1091,genesis,101091,60,50,credits,10000000,80,Paraguay capital. Landlocked. Itaipu dam. German Nazi refuge.,"Nazi war criminals escaped here — Mengele, Bormann — government protected them",,0,city_seed
Aswan High Dam,mega_dam,23.97,32.879,EG,rare,25.0,4,0,8,genesis,100008,60,110,energy,200000,25,"Controls Nile floods. 2,100 MW. Created Lake Nasser.",Saved ancient temples by moving Abu Simbel,,0,seed
Atacama Desert Night Sky,observatory,-22.957,-68.18,CL,rare,25.0,4,0,668,genesis,100668,60,70,intel,200000,25,Darkest skies on Earth. ALMA telescope. ESO La Silla. Clear 330 nights/yr.,,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/ALMA_telescope_Chile.jpg/640px-ALMA_telescope_Chile.jpg,0,seed
Ataturk Dam,mega_dam,37.484,38.347,TR,rare,25.0,4,0,10,genesis,100010,60,110,energy,200000,25,"Largest dam in Turkey. 2,400 MW. Controls Euphrates.",,,0,seed
Athabasca Oil Sands,oil_field,57.1,-111.5,CA,rare,25.0,4,0,192,genesis,100192,60,50,energy,200000,75,170 billion barrels. 3.2M bbl/day. World's largest oil sands.,,,0,seed
Auschwitz-Birkenau,world_heritage,50.034,19.178,PL,rare,25.0,4,0,887,genesis,100887,60,50,culture,2000000,25,UNESCO. Holocaust memorial. 1.1M people killed. Most visited Polish site.,Railroad tracks stop exactly at the gate — trains brought victims directly in,,0,seed
Ayutthaya Floating Market,world_heritage,14.36,100.57,TH,rare,25.0,4,0,643,genesis,100643,60,50,culture,2000000,25,"Former Thai capital 1350-1767. Burmese sacked it. 35,000 people at peak.",,https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/Ayutthaya_Historical_Park.jpg/640px-Ayutthaya_Historical_Park.jpg,0,seed
Ba Be Lake,freshwater,22.396,105.634,VN,rare,25.0,4,0,820,genesis,100820,60,50,food,200000,25,Largest natural lake in Vietnam. Caves. Tay ethnic villages.,Three connected lakes in karst limestone mountains,,0,seed
Baihetan Dam,mega_dam,27.207,102.888,CN,rare,25.0,4,0,3,genesis,100003,60,110,energy,200000,25,"Second most powerful dam. 16,000 MW on Jinsha River.",,,0,seed
Bamako,capital_city,12.65,-8.0,ML,rare,25.0,4,0,1023,genesis,101023,60,50,credits,10000000,80,Mali capital on Niger River. Music capital of Africa. Tuareg crossroads.,"Birthplace of West African music — Salif Keita, Ali Farka Touré",,0,city_seed
Banaue Ifugao Terraces,world_heritage,16.918,121.059,PH,rare,25.0,4,0,639,genesis,100639,60,50,culture,2000000,25,"UNESCO. 2,000 year old rice terraces. Carved by hand from mountains.",,https://upload.wikimedia.org/wikipedia/commons/thumb/4/40/Banaue_Rice_Terraces.jpg/640px-Banaue_Rice_Terraces.jpg,0,seed
Banda Islands Spice,island,-4.52,129.9,ID,rare,25.0,4,0,827,genesis,100827,60,60,credits,400000,25,Original Spice Islands. Nutmeg monopoly wars. Dutch massacred locals.,Nutmeg so valuable Dutch traded Manhattan for Run Island here,,0,seed
Barbados Bridgetown,world_heritage,13.097,-59.617,BB,rare,25.0,4,0,906,genesis,100906,60,50,culture,2000000,25,UNESCO. Historic garrison. First Parliament in Americas after Westminster.,George Washington visited here as teenager — only international trip he ever made,,0,seed
Bayer Leverkusen,pharma_hq,51.033,6.984,DE,rare,25.0,4,0,68,genesis,100068,60,90,credits,200000,25,Aspirin inventor 1897. Monsanto acquisition. $50B revenue.,,,0,seed
Bingham Canyon Utah,copper_mine,40.53,-112.15,US,rare,25.0,4,0,239,genesis,100239,60,40,materials,200000,25,Largest man-made excavation on Earth. 230k tons copper/yr.,,,0,seed
Bouvet Island,island,-54.423,3.357,NO,rare,25.0,4,0,96,genesis,100096,60,60,credits,400000,25,"World's most remote island. 2,600 km from nearest land. Uninhabited.",Has an .bv domain but no websites,,0,seed
Bratsk Dam,mega_dam,56.266,101.82,RU,rare,25.0,4,0,11,genesis,100011,60,110,energy,200000,25,"4,500 MW on Angara River. One of Soviet Union's greatest projects.",,,0,seed
Bukhara Old City,world_heritage,39.775,64.427,UZ,rare,25.0,4,0,608,genesis,100608,60,50,culture,2000000,25,"UNESCO. 2,500 years. Most complete medieval Central Asian city.",,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Bukhara_old_city.jpg/640px-Bukhara_old_city.jpg,0,seed
Byblos Ancient Port,world_heritage,34.119,35.647,LB,rare,25.0,4,0,746,genesis,100746,60,50,culture,2000000,25,Oldest continuously inhabited city. Phoenician alphabet invented here.,English word Bible comes from Greek Byblos — meaning papyrus,,0,seed
CERN Data Centre,research_station,46.234,6.055,CH,rare,25.0,4,0,86,genesis,100086,60,85,intel,200000,25,15 petabytes data/yr. Birthplace of World Wide Web.,,,0,seed
Cabinda Oil Angola,oil_field,-5.5,12.2,AO,rare,25.0,4,0,933,genesis,100933,60,50,energy,200000,75,Angolan oil enclave. Separated from rest of Angola by Congo.,Angola became 2nd largest sub-Saharan oil producer — peace dividend,,0,seed
Camp Bondsteel Kosovo,military_base,42.352,21.347,XK,rare,25.0,4,0,110,genesis,100110,60,60,intel,200000,65,Largest US base in Balkans. Built after 1999 Kosovo War.,,,0,seed
Cape Town,financial_hub,-33.925,18.424,ZA,rare,25.0,4,0,1014,genesis,101014,60,50,credits,5000000,75,Mother City. Winelands. Table Mountain. Dutch East India Company origin.,"South Africa has 3 capitals — Cape Town is legislative, Pretoria executive",https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Table_Mountain_DavidDennisPhotos.com.jpg/640px-Table_Mountain_DavidDennisPhotos.com.jpg,0,city_seed
Cape Town Naval Base,naval_base,-33.904,18.43,ZA,rare,25.0,4,0,479,genesis,100479,60,65,intel,200000,65,SA Navy HQ. Simon's Town. Controls Cape route.,,,0,seed
Caracas,capital_city,10.48,-66.904,VE,rare,25.0,4,0,1048,genesis,101048,60,50,credits,10000000,80,Bolivarian Revolution. Hugo Chávez legacy. Oil wealth paradox.,Richest oil reserves yet citizens starving — economic collapse paradox,,0,city_seed
Carajás Iron Ore Brazil,iron_ore,-6.06,-50.18,BR,rare,25.0,4,0,237,genesis,100237,60,30,materials,200000,25,World's largest iron ore mine. 170M tons/yr.,,,0,seed
Carlsbad Desalination California,desalination,33.1,-117.32,US,rare,25.0,4,0,123,genesis,100123,60,65,food,200000,25,Largest in Western hemisphere. 50M gallons/day. San Diego water.,,,0,seed
Cartagena Walled City,world_heritage,10.423,-75.543,CO,rare,25.0,4,0,557,genesis,100557,60,50,culture,2000000,25,UNESCO. Best-preserved Spanish colonial walled city in Americas.,,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Cartagena_Colombia.jpg/640px-Cartagena_Colombia.jpg,0,seed
Casablanca,financial_hub,33.59,-7.617,MA,rare,25.0,4,0,1015,genesis,101015,60,50,credits,5000000,75,Africa largest port. Financial center. Rick Cafe myth. Hassan II Mosque.,Casablanca film never filmed in Casablanca — all shot in Hollywood,,0,city_seed
Chad Oil Fields,oil_field,13.5,15.5,TD,rare,25.0,4,0,497,genesis,100497,60,50,energy,200000,75,Doba oil fields. 150k bbl/day. Pipeline to Cameroon coast.,,,0,seed
Cheyenne Mountain NORAD,military_base,38.745,-104.846,US,rare,25.0,4,1,107,genesis,100107,60,60,intel,200000,65,Nuclear bunker inside mountain. Tracks all aerospace threats.,Built to survive nuclear blast,,0,seed
Chiang Mai Old City,world_heritage,18.789,98.987,TH,rare,25.0,4,0,332,genesis,100332,60,50,culture,2000000,25,300+ temples. 700 years old. Moat surrounding old quarter.,,,0,seed
Chicago,financial_hub,41.879,-87.63,US,rare,25.0,4,0,1039,genesis,101039,60,50,credits,5000000,75,Windy City. Architecture capital. Blues. First skyscraper 1885.,First skyscraper in world built here 1885 — Home Insurance Building,,0,city_seed
Cinque Terre,world_heritage,44.127,9.738,IT,rare,25.0,4,0,393,genesis,100393,60,50,culture,2000000,25,5 colorful fishing villages. No cars. UNESCO. Hiking trails.,,,0,seed
Cinque Terre Vernazza,world_heritage,44.135,9.683,IT,rare,25.0,4,0,871,genesis,100871,60,50,culture,2000000,25,UNESCO fishing village. 1000 year old grape terraces on cliffs.,Fishing village built in 1080 — same families still fish from same harbor,,0,seed
Cinque Terre Villages,world_heritage,44.127,9.738,IT,rare,25.0,4,0,679,genesis,100679,60,50,culture,2000000,25,"UNESCO. 5 colorful fishing villages. 1,000-year old grape terraces.",,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d4/Cinque_Terre.jpg/640px-Cinque_Terre.jpg,0,seed
Concordia Station Antarctica,research_station,-75.1,123.35,AQ,rare,25.0,4,1,84,genesis,100084,60,85,intel,200000,25,French-Italian station. -80°C winters. ESA isolation studies.,,,0,seed
Congo Basin Cobalt Mines,copper_mine,-10.714,25.473,CD,rare,25.0,4,0,490,genesis,100490,60,40,materials,200000,25,65% of world cobalt. Essential for EV batteries. Child labor concerns.,Your phone battery likely contains Congo cobalt,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d3/Cobalt_ore_1.jpg/640px-Cobalt_ore_1.jpg,0,seed
Copenhagen Nyhavn,world_heritage,55.68,12.589,DK,rare,25.0,4,0,408,genesis,100408,60,50,culture,2000000,25,Colorful canal houses. Hans Christian Andersen lived here. Most photographed Danish scene.,,,0,seed
Cusco Historic Center,world_heritage,-13.532,-71.967,PE,rare,25.0,4,0,559,genesis,100559,60,50,culture,2000000,25,UNESCO. Inca capital. Inca stonework under Spanish colonial architecture.,,,0,seed
DE-CIX Frankfurt,ix_point,50.113,8.682,DE,rare,25.0,4,0,39,genesis,100039,60,95,intel,200000,25,World's largest internet exchange. 14+ Tbps traffic.,More internet traffic than most countries,,0,seed
Dakar,capital_city,14.693,-17.446,SN,rare,25.0,4,0,1025,genesis,101025,60,50,credits,10000000,80,Westernmost African capital. Gorée Island. Paris-Dakar rally end.,Westernmost city in Africa mainland — watches sunset over Atlantic,,0,city_seed
Dali Ancient Town,world_heritage,25.69,100.173,CN,rare,25.0,4,0,844,genesis,100844,60,50,culture,2000000,25,Yunnan. Erhai Lake. Bai minority culture. Tang dynasty walls.,Famous for marble — even the roads are marble,,0,seed
Dhahran Aramco HQ,oil_field,26.272,50.151,SA,rare,25.0,4,0,522,genesis,100522,60,50,energy,200000,75,Saudi Aramco world HQ. Most profitable company ever. $161B profit 2022.,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/Saudi_Aramco_Dhahran.jpg/640px-Saudi_Aramco_Dhahran.jpg,0,seed
Djibouti Camp Lemonnier,military_base,11.553,43.148,DJ,rare,25.0,4,0,944,genesis,100944,60,60,intel,200000,65,US AFRICOM hub. Only permanent US base in Africa.,China also has base next door — first time US and China bases side by side,https://upload.wikimedia.org/wikipedia/commons/thumb/0/08/Camp_Lemonnier.jpg/640px-Camp_Lemonnier.jpg,0,seed
Dominican Republic Zona Colonial,world_heritage,18.473,-69.887,DO,rare,25.0,4,0,904,genesis,100904,60,50,culture,2000000,25,UNESCO. First European city in Americas 1498. Columbus house.,"First cathedral, first hospital, first university in Americas — all here",,0,seed
Dubai,financial_hub,25.204,55.27,AE,rare,25.0,4,0,1029,genesis,101029,60,50,credits,5000000,75,Desert transformed. Tallest building. Largest mall. 200 nationalities.,Sheikh who founded modern Dubai saw his city in a dream and built it,https://upload.wikimedia.org/wikipedia/commons/thumb/9/93/Dubai_Skyline_at_night.jpg/640px-Dubai_Skyline_at_night.jpg,0,city_seed
Dubai Jebel Ali Desalination,desalination,24.979,55.062,AE,rare,25.0,4,0,122,genesis,100122,60,65,food,200000,25,"UAE's main water source. 636,000 m³/day.",,,0,seed
Elmina Castle Ghana,world_heritage,5.084,-1.351,GH,rare,25.0,4,0,280,genesis,100280,60,50,culture,2000000,25,Oldest European building in sub-Saharan Africa. Slave trade hub since 1482.,,,0,seed
Equinix NY4 Secaucus,ix_point,40.791,-74.057,US,rare,25.0,4,0,42,genesis,100042,60,95,intel,200000,25,Americas' largest data center hub. Financial trading hub.,,,0,seed
Erbil Citadel Kurdistan,world_heritage,36.191,44.009,IQ,rare,25.0,4,0,307,genesis,100307,60,50,culture,2000000,25,"Continuously inhabited for 8,000 years. Oldest inhabited city mound.",,,0,seed
Eritrea Bisha Gold Mine,gold_mine,17.2,37.6,ER,rare,25.0,4,0,495,genesis,100495,60,80,credits,200000,25,Gold-copper-zinc mine. One of Africa's largest base metal deposits.,,,0,seed
Escondida Copper Chile,copper_mine,-24.27,-69.07,CL,rare,25.0,4,0,238,genesis,100238,60,40,materials,200000,25,World's largest copper mine. 1.2M tons/yr.,,,0,seed
Event Horizon Telescope Network,observatory,19.824,-155.477,US,rare,25.0,4,0,55,genesis,100055,60,70,intel,200000,25,Global array that photographed first black hole image 2019.,,,0,seed
FAST Radio Telescope,observatory,25.653,106.857,CN,rare,25.0,4,0,54,genesis,100054,60,70,intel,200000,25,World's largest radio telescope. 500m dish. Replaced Arecibo.,,,0,seed
Farasan Islands,island,16.7,42.1,SA,rare,25.0,4,0,752,genesis,100752,60,60,credits,400000,25,Pristine coral. Roman garrison. Dugong habitat. Few tourists.,Only Roman garrison ever found on Arabian Peninsula,,0,seed
Faroe Islands Cliffs,island,62.0,-7.0,FO,rare,25.0,4,0,897,genesis,100897,60,60,credits,400000,25,Dramatic sea cliffs. Sheep outnumber people. No trees.,"80,000 sheep for 50,000 people — every family keeps sheep",,0,seed
Fatehpur Sikri,world_heritage,27.094,77.661,IN,rare,25.0,4,0,787,genesis,100787,60,50,culture,2000000,25,UNESCO. Akbar capital abandoned 14 years after building — no water.,Entire capital city abandoned. Ghost city 16th century,,0,seed
Fernando de Noronha,island,-3.854,-32.424,BR,rare,25.0,4,0,665,genesis,100665,60,60,credits,400000,25,UNESCO. 21-island archipelago. Spinner dolphins. Clearest water in Atlantic.,,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6c/Fernando_de_Noronha.jpg/640px-Fernando_de_Noronha.jpg,0,seed
Fes el-Bali Medina,world_heritage,34.063,-5.008,MA,rare,25.0,4,0,248,genesis,100248,60,50,culture,2000000,25,"World's largest car-free urban area. 9,000 alleys. Medieval labyrinth.",Some streets unchanged since 9th century,,0,seed
Finnish Nickel Mines Harjavalta,copper_mine,61.317,22.15,FI,rare,25.0,4,0,504,genesis,100504,60,40,materials,200000,25,Boliden's Harjavalta smelter. Major European nickel+copper processing.,,,0,seed
German Ruhr Coal Heritage,coal_mine,51.45,7.2,DE,rare,25.0,4,0,503,genesis,100503,60,25,materials,200000,25,Historic Ruhr industrial heartland. Zeche Zollverein UNESCO. Post-industrial.,,https://upload.wikimedia.org/wikipedia/commons/thumb/4/44/Zeche_Zollverein.jpg/640px-Zeche_Zollverein.jpg,0,seed
Ghana Obuasi Gold Mine,gold_mine,6.2,-1.671,GH,rare,25.0,4,0,493,genesis,100493,60,80,credits,200000,25,One of world's largest gold mines. 100yr+ operation. AngloGold.,,,0,seed
Grand Coulee Dam,mega_dam,47.957,-118.981,US,rare,25.0,4,0,7,genesis,100007,60,110,energy,200000,25,"Largest US concrete structure. 6,809 MW. Built 1933.",Powered US WWII industry,,0,seed
Grand Ethiopian Renaissance Dam,mega_dam,11.215,35.094,ET,rare,25.0,4,0,14,genesis,100014,60,110,energy,200000,25,"6,450 MW. Africa's largest dam. Caused major Nile dispute with Egypt.",Filling triggered Egypt-Ethiopia diplomatic crisis,,0,seed
Grasberg Mine Papua,gold_mine,-4.053,137.116,ID,rare,25.0,4,0,235,genesis,100235,60,80,credits,200000,25,Gold + copper giant in jungle. 50+ tons gold/yr.,,,0,seed
Grenada Spice Island,island,12.052,-61.753,GD,rare,25.0,4,0,907,genesis,100907,60,60,credits,400000,25,Nutmeg capital. Most nutmeg per km². Underwater sculpture museum.,Nutmeg on Grenada flag — US invaded here 1983 ostensibly to protect students,,0,seed
Guam Anderson AFB,military_base,13.583,144.929,US,rare,25.0,4,0,940,genesis,100940,60,60,intel,200000,65,US strategic Pacific hub. 4000 sorties/yr. Nearest base to China.,Guam is 3500km from China — close enough for conventional strike range,,0,seed
Guinea Simandou Iron Ore,iron_ore,9.6,-11.4,GN,rare,25.0,4,0,496,genesis,100496,60,30,materials,200000,25,World's largest untapped iron ore deposit. 2.5B tons. $20B project.,Blocked for 20 years by corruption and geopolitics,,0,seed
Guri Dam,mega_dam,7.757,-62.999,VE,rare,25.0,4,0,5,genesis,100005,60,110,energy,200000,25,"Venezuela's main power source. 10,235 MW. Outages caused national crises.",Failure plunged Venezuela into darkness for days,,0,seed
Gyeongju Historic Areas,world_heritage,35.857,129.224,KR,rare,25.0,4,0,860,genesis,100860,60,50,culture,2000000,25,UNESCO. Capital of Silla 992 years. Astronomical observatory.,Cheomseongdae 634 AD — oldest surviving astronomical observatory in East Asia,,0,seed
Haiti Citadelle,world_heritage,19.574,-72.246,HT,rare,25.0,4,0,903,genesis,100903,60,50,culture,2000000,25,"UNESCO. Most impressive fortress in Americas. Built 1806. 20,000 workers.",Built to defend against French reconquest — Napoleon never came,,0,seed
Hallstatt Austria,world_heritage,47.562,13.649,AT,rare,25.0,4,0,404,genesis,100404,60,50,culture,2000000,25,"UNESCO Alpine lake village. Copied exactly in China. 10,000 tourists/day for 800 residents.","China built an exact replica 7,500km away",,0,seed
Hampi Virupaksha,world_heritage,15.335,76.461,IN,rare,25.0,4,0,618,genesis,100618,60,50,culture,2000000,25,"UNESCO. Vijayanagara Empire. Boulder landscape. 1,600 monuments.",,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Hampi_Vijayanagara.jpg/640px-Hampi_Vijayanagara.jpg,0,seed
Harar Old City,world_heritage,9.311,42.12,ET,rare,25.0,4,0,695,genesis,100695,60,50,culture,2000000,25,UNESCO. 82 mosques. Ancient walled city. Unique Harari culture.,Hyenas fed by hand at city gates every night for centuries,,0,seed
Hatra Ruins,world_heritage,35.587,42.718,IQ,rare,25.0,4,0,740,genesis,100740,60,50,culture,2000000,25,UNESCO. Parthian city. Resisted Roman siege twice. ISIS destroyed.,"ISIS bulldozed this 2,000 year old site in 2015",,0,seed
Havana,capital_city,23.136,-82.358,CU,rare,25.0,4,0,1047,genesis,101047,60,50,credits,10000000,80,American cars frozen in 1962. Colonial architecture. Revolution museum.,Classic cars maintained for 60 years — mechanics are engineering geniuses,,0,city_seed
Havana Malecón,world_heritage,23.142,-82.382,CU,rare,25.0,4,0,662,genesis,100662,60,50,culture,2000000,25,8km sea wall. Classic cars. Crumbling colonial facades. Time capsule.,,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7a/Havana_Malecon.jpg/640px-Havana_Malecon.jpg,0,seed
Helsinki,capital_city,60.169,24.935,FI,rare,25.0,4,0,1004,genesis,101004,60,50,credits,10000000,80,Design capital. Sauna nation. NATO newest member. Nokia heritage.,Sauna to person ratio is 1:1 — every home has a sauna,,0,city_seed
Hiroshima Peace Park,world_heritage,34.395,132.453,JP,rare,25.0,4,0,637,genesis,100637,60,50,culture,2000000,25,"A-bomb Dome. Ground zero. Memorial for 140,000 victims.",,https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Atomic_Bomb_Dome_Hiroshima.jpg/640px-Atomic_Bomb_Dome_Hiroshima.jpg,0,seed
Historic Havana Cuba,world_heritage,23.135,-82.358,CU,rare,25.0,4,0,558,genesis,100558,60,50,culture,2000000,25,UNESCO. Spanish colonial architecture. Time capsule of 1950s America.,1950s American cars still running due to US embargo,,0,seed
Ho Chi Minh City,financial_hub,10.776,106.701,VN,rare,25.0,4,0,1056,genesis,101056,60,50,credits,5000000,75,Saigon. Vietnam economic engine. War history. French colonial grid.,Americans call it Saigon. Vietnamese call it Ho Chi Minh City. Both used daily,,0,city_seed
Hoi An Ancient Town,world_heritage,15.88,108.335,VN,rare,25.0,4,0,339,genesis,100339,60,50,culture,2000000,25,UNESCO. Perfectly preserved trading port. Japanese Bridge. Lantern festival.,,,0,seed
Hoi An Lantern Festival,world_heritage,15.88,108.335,VN,rare,25.0,4,0,460,genesis,100460,60,50,culture,2000000,25,"14th day each lunar month — no electric lights, only lanterns on river.",,,0,seed
Hormozgan Islands,island,26.96,56.44,IR,rare,25.0,4,0,738,genesis,100738,60,60,credits,400000,25,Hormuz island red beaches. Salt mines. Multicolored geology.,Red soil contains iron oxide — planet looks like Mars here,,0,seed
Houston,financial_hub,29.76,-95.37,US,rare,25.0,4,0,1040,genesis,101040,60,50,credits,5000000,75,Energy capital of world. NASA Johnson. Medical center. Bayou City.,"Has largest medical center in world — 60 institutions, 100,000 workers",,0,city_seed
Humayun Tomb Delhi,world_heritage,28.593,77.25,IN,rare,25.0,4,0,782,genesis,100782,60,50,culture,2000000,25,UNESCO. Precursor of Taj Mahal. Mughal garden tomb. 1570.,Gardens divided into 36 squares — Charbagh design from Persia,,0,seed
Hwaseong Fortress Suwon,world_heritage,37.285,127.014,KR,rare,25.0,4,0,459,genesis,100459,60,50,culture,2000000,25,UNESCO. 1796 fortress designed with modern principles. 5.7km wall.,,,0,seed
IceCube Neutrino Observatory,research_station,-89.99,-63.453,AQ,rare,25.0,4,0,52,genesis,100052,60,85,intel,200000,25,South Pole neutrino detector. 1 cubic km of ice instruments.,,,0,seed
Iceland Geothermal Fields,gas_reserve,64.003,-21.7,IS,rare,25.0,4,0,509,genesis,100509,60,35,energy,200000,70,100% renewable energy. 90% of heating from geothermal.,,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Krafla_geothermal_power_station.jpg/640px-Krafla_geothermal_power_station.jpg,0,seed
Inle Lake,freshwater,20.52,96.9,MM,rare,25.0,4,0,328,genesis,100328,60,50,food,200000,25,Leg-rowing fishermen. Floating villages. Stilt houses. Unique culture.,,,0,seed
Inle Lake Burma,freshwater,20.52,96.9,MM,rare,25.0,4,0,645,genesis,100645,60,50,food,200000,25,Leg-rowing fishermen. Floating villages. Tomato farms on water.,,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Inle_Lake_Myanmar.jpg/640px-Inle_Lake_Myanmar.jpg,0,seed
Intel Fab 42 Arizona,semiconductor,33.455,-111.9,US,rare,25.0,4,0,35,genesis,100035,60,180,intel,200000,85,Intel's most advanced US fab. 18A process node.,,,0,seed
Intramuros Manila,world_heritage,14.588,120.976,PH,rare,25.0,4,0,352,genesis,100352,60,50,culture,2000000,25,Spanish colonial walled city 1571. Fort Santiago. WWII battle site.,,,0,seed
Isfahan Naqsh-e Jahan Square,world_heritage,32.657,51.677,IR,rare,25.0,4,0,309,genesis,100309,60,50,culture,2000000,25,"UNESCO. Second largest square in world. Ali Qapu palace, mosques, bazaar.",,,0,seed
Itaipu Dam,mega_dam,-25.408,-54.589,BR,rare,25.0,4,0,2,genesis,100002,60,110,energy,200000,25,"Brazil-Paraguay border. 14,000 MW. Paraguay gets 87% of electricity from it.",Used more concrete than 5 Channel Tunnels,,0,seed
Jan Mayen Island,island,71.024,-8.292,NO,rare,25.0,4,0,95,genesis,100095,60,60,credits,400000,25,Volcanic Arctic island. Active volcano Beerenberg. 18 Norwegian personnel.,,,0,seed
Johannesburg,financial_hub,-26.205,28.048,ZA,rare,25.0,4,0,1013,genesis,101013,60,50,credits,5000000,75,Gold rush city. Apartheid nerve center. Sandton financial hub.,Built entirely because of one gold nugget found in 1886 — nothing there before,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Johannesburg_CBD_2.jpg/640px-Johannesburg_CBD_2.jpg,0,city_seed
Johnson & Johnson NJ,pharma_hq,40.487,-74.447,US,rare,25.0,4,0,64,genesis,100064,60,90,credits,200000,25,World's largest healthcare company. $93B revenue.,,,0,seed
Jubail Industrial City,steel_mill,27.017,49.668,SA,rare,25.0,4,0,61,genesis,100061,60,55,materials,200000,25,World's largest industrial city. 300+ companies. Saudi petrochemicals.,,,0,seed
Jubilee Oil Ghana,oil_field,4.7,-2.0,GH,rare,25.0,4,0,934,genesis,100934,60,50,energy,200000,75,Major deepwater discovery 2007. Changed Ghana economic trajectory.,Ghana went from oil importer to exporter in 10 years,,0,seed
Kabul,capital_city,34.528,69.178,AF,rare,25.0,4,0,1034,genesis,101034,60,50,credits,10000000,80,Silk Road gateway. Hindu Kush crossroads. Taliban rule restored 2021.,Sits at crossroads of every Central and South Asian empire in history,,0,city_seed
Kadena Air Base Okinawa,military_base,26.355,127.769,JP,rare,25.0,4,0,943,genesis,100943,60,60,intel,200000,65,"Largest US air base in Asia. F-15s, drones, surveillance.",Okinawans protest constantly — base takes 15% of entire island,,0,seed
Kampala,capital_city,0.347,32.583,UG,rare,25.0,4,0,1022,genesis,101022,60,50,credits,10000000,80,Pearl of Africa capital. 7 hills city. Boda boda motorcycle culture.,Fastest urbanizing city in East Africa — doubles every 8 years,,0,city_seed
Karachi,financial_hub,24.861,67.011,PK,rare,25.0,4,0,974,genesis,100974,60,50,credits,5000000,75,Former Pakistan capital. Arab Sea gateway. Financial center.,Had 300 people in 1729. Now 16M. Fastest urbanization in history,,0,city_seed
Kariba Dam,mega_dam,-16.521,28.77,ZW,rare,25.0,4,0,13,genesis,100013,60,110,energy,200000,25,"1,626 MW. Zambia-Zimbabwe border. Second largest reservoir by volume.",,,0,seed
